,date,ticker,name,reason,action
274,2010-11-17,IR,Ingersoll-Rand,Reynolds Group Holdings acquired Pactiv.,added
274,2010-11-17,PTV,Pactiv,Reynolds Group Holdings acquired Pactiv.,removed
272,2010-12-17,ODP,Office Depot,Market Cap changes..,removed
271,2010-12-17,FFIV,F5 Networks,Market Cap changes.,added
272,2010-12-17,NFLX,Netflix,Market Cap changes..,added
273,2010-12-17,NFX,Newfield Exploration,Market Cap changes..,added
273,2010-12-17,NYT,The New York Times Company,Market Cap changes..,removed
270,2010-12-17,CVC,Cablevision,Acquired by Pfizer.,added
271,2010-12-17,EK,Eastman Kodak,Market Cap changes.,removed
270,2010-12-17,KG,King Pharmaceuticals,Acquired by Pfizer.,removed
269,2011-02-25,AYE,Allegheny Energy,Acquired by First Energy (FE).,removed
269,2011-02-25,JOYG,Joy Global,Acquired by First Energy (FE).,added
268,2011-02-28,MFE,McAfee,Acquired by Intel[211].,removed
268,2011-02-28,COV,Covidien,Acquired by Intel[211].,added
267,2011-03-31,EW,Edwards Lifesciences,Acquired by CenturyLink[210].,added
267,2011-03-31,Q,Qwest Communications,Acquired by CenturyLink[210].,removed
266,2011-04-01,BLK,BlackRock,Acquired by Sanofi Aventis (SNY)[209].,added
266,2011-04-01,GENZ,Genzyme,Acquired by Sanofi Aventis (SNY)[209].,removed
265,2011-04-27,CMG,Chipotle Mexican Grill,Acquired by private equity firms.,added
265,2011-04-27,NOVL,Novell,Acquired by private equity firms.,removed
264,2011-06-01,ANR,Alpha Natural Resources,Alpha Natural Resources acquired Massey Energy.,added
264,2011-06-01,MEE,Massey Energy,Alpha Natural Resources acquired Massey Energy.,removed
263,2011-06-30,RSH,RadioShack,Market capitalization adjustments.,removed
263,2011-06-30,MPC,Marathon Oil,Market capitalization adjustments.,added
262,2011-07-05,MI,Marshall & Ilsley,Marshall & Iisley is being bought by Bank of Montreal[205].,removed
262,2011-07-05,ACN,Accenture,Marshall & Iisley is being bought by Bank of Montreal[205].,added
261,2011-09-23,NSM,National Semiconductor,Acquired by Texas Instruments (TXN).,removed
261,2011-09-23,MOS,The Mosaic Company,Acquired by Texas Instruments (TXN).,added
260,2011-10-14,TEL,TE Connectivity,Acquired by Teva Pharmaceutical Industries (TEVA).,added
260,2011-10-14,CEPH,Cephalon,Acquired by Teva Pharmaceutical Industries (TEVA).,removed
259,2011-10-31,ITT,ITT,Spun off from ITT Corp.,removed
259,2011-10-31,XYL,Xylem,Spun off from ITT Corp.,added
258,2011-11-18,JNS,Janus Capital Group,Janus Capital Group's market capitalization is less than $1.2 billion  and is no longer representative of the large cap market space.,removed
258,2011-11-18,CBE,Cooper Industries,Janus Capital Group's market capitalization is less than $1.2 billion  and is no longer representative of the large cap market space.,added
257,2011-12-12,GAS,Nicor Gas,"Nicor acquired by AGL, which retained the GAS ticker.",removed
257,2011-12-12,GAS,AGL Resources.,"Nicor acquired by AGL, which retained the GAS ticker.",added
254,2011-12-16,AKS,AK Steel,Market capitalization changes[199].,removed
255,2011-12-16,PRGO,Perrigo,Market capitalization changes.,added
254,2011-12-16,BWA,BorgWarner,Market capitalization changes[199].,added
256,2011-12-16,WFR,MEMC Electronic Materials,Market capitalization changes.,removed
255,2011-12-16,MWW,Monster Worldwide,Market capitalization changes.,removed
256,2011-12-16,DLTR,Dollar Tree,Market capitalization changes.,added
253,2011-12-20,TRIP,TripAdvisor,Expedia spun off TripAdvisor.,added
253,2011-12-20,TLAB,Tellabs,Expedia spun off TripAdvisor.,removed
252,2011-12-31,WPX,WPX Energy,Market capitalization changes[197].,added
252,2011-12-31,CPWR,Compuware,Market capitalization changes[197].,removed
251,2012-03-13,CCI,Crown Castle,Acquired by Exelon Corp. (EXC)[196].,added
251,2012-03-13,CEG,Constellation Energy Group,Acquired by Exelon Corp. (EXC)[196].,removed
250,2012-04-03,MHS,Medco Health Solutions,Acquired by Express Scripts (ESRX)[195].,removed
250,2012-04-03,FOSL,Fossil,Acquired by Express Scripts (ESRX)[195].,added
249,2012-04-23,SVU,Supervalu,ConocoPhillips spun off Phillips 66[194].,removed
249,2012-04-23,PSX,Phillips 66,ConocoPhillips spun off Phillips 66[194].,added
248,2012-05-17,EP,El Paso Corporation,Acquired by Kinder Morgan (KMI)[193].,removed
248,2012-05-17,KMI,Kinder Morgan,Acquired by Kinder Morgan (KMI)[193].,added
247,2012-05-21,MMI,Motorola Mobility,Acquired by Google (GOOG)[192].,removed
247,2012-05-21,ALXN,Alexion Pharmaceuticals,Acquired by Google (GOOG)[192].,added
246,2012-06-05,NVLS,Novellus Systems,Acquired by Lam Research (LRCX)[191].,removed
246,2012-06-05,LRCX,Lam Research,Acquired by Lam Research (LRCX)[191].,added
245,2012-06-29,SLE,Sara Lee Corporation,Split up of Sara Lee[190].,removed
245,2012-06-29,MNST,Monster Beverage,Split up of Sara Lee[190].,added
244,2012-07-02,STX,Seagate Technology,Acquired by Duke Energy (DUK)[189].,added
244,2012-07-02,PGN,Progress Energy,Acquired by Duke Energy (DUK)[189].,removed
243,2012-07-31,GR,Goodrich Corporation,Goodrich acquired by United Technologies (UTX).,removed
243,2012-07-31,ESV,Ensco,Goodrich acquired by United Technologies (UTX).,added
242,2012-09-05,SHLD,Sears Holdings,SHLD below public float threshold[187].,removed
242,2012-09-05,LYB,LyondellBasell,SHLD below public float threshold[187].,added
241,2012-10-01,DV,DeVry,Tyco spin-off merged w/Pentair[186].,removed
240,2012-10-01,LXK,Lexmark,Tyco spun off ADT[186].,removed
241,2012-10-01,PNR,Pentair,Tyco spin-off merged w/Pentair[186].,added
240,2012-10-01,ADT,ADT,Tyco spun off ADT[186].,added
239,2012-10-02,ANR,Alpha Natural Resources,Kraft split into two companies[185].,removed
239,2012-10-02,KRFT,Kraft Foods,Kraft split into two companies[185].,added
238,2012-10-10,SUN,Sunoco,Acquired by Energy Transfer Partners (ETP)[184].,removed
238,2012-10-10,PETM,PetSmart,Acquired by Energy Transfer Partners (ETP)[184].,added
237,2012-12-03,DG,Dollar General,Acquired by Eaton Corp. (ETN)[183].,added
237,2012-12-03,CBE,Cooper Industries,Acquired by Eaton Corp. (ETN)[183].,removed
236,2012-12-11,RRD,RR Donnelley,Market capitalization changes[182].,removed
236,2012-12-11,GRMN,Garmin,Market capitalization changes[182].,added
235,2012-12-21,TIE,Titanium Metals,TIE acquired by Precision Cast Parts (PCP)[181].,removed
235,2012-12-21,DLPH,Delphi Automotive,TIE acquired by Precision Cast Parts (PCP)[181].,added
234,2013-01-02,FII,Federated Investors,ABBV spun off from Abbott Labs (ABT)[180].,removed
234,2013-01-02,ABBV,AbbVie,ABBV spun off from Abbott Labs (ABT)[180].,added
233,2013-02-15,BIG,Big Lots,Market capitalization changes[179].,removed
233,2013-02-15,PVH,PVH,Market capitalization changes[179].,added
232,2013-04-30,REGN,Regeneron Pharmaceuticals,A majority of MetroPCS was acquired by T-Mobile[178].,added
232,2013-04-30,PCS,MetroPCS,A majority of MetroPCS was acquired by T-Mobile[178].,removed
231,2013-05-08,CVH,Coventry Health Care,Acquired by Aetna (AET)[177].,removed
231,2013-05-08,MAC,Macerich,Acquired by Aetna (AET)[177].,added
230,2013-05-23,DF,Dean Foods,DF too small after spinoff of White Wave Foods[176].,removed
230,2013-05-23,KSU,Kansas City Southern,DF too small after spinoff of White Wave Foods[176].,added
229,2013-06-06,HNZ,Heinz,HNZ acquired by consortium[175].,removed
229,2013-06-06,GM,General Motors,HNZ acquired by consortium[175].,added
228,2013-06-21,FHN,First Horizon,Zoetis spun off by Pfizer[174].,removed
228,2013-06-21,ZTS,Zoetis,Zoetis spun off by Pfizer[174].,added
227,2013-07-01,NWSA,21st Century Fox,Apollo Group's market cap more representative of a mid-cap[173].,added
227,2013-07-01,APOL,Apollo Education Group,Apollo Group's market cap more representative of a mid-cap[173].,removed
226,2013-07-08,S,Sprint Nextel,Softbank consortium purchase results in public float below 50%[172].,removed
226,2013-07-08,NLSN,Nielsen Holdings,Softbank consortium purchase results in public float below 50%[172].,added
225,2013-09-10,DAL,Delta Air Lines,BMC taken private by consortium[171].,added
225,2013-09-10,BMC,BMC Software,BMC taken private by consortium[171].,removed
224,2013-09-20,AME,Ametek,Market capitalization change.,added
223,2013-09-20,VRTX,Vertex Pharmaceuticals,Market capitalization change.,added
224,2013-09-20,SAI,SAIC,Market capitalization change.,removed
223,2013-09-20,AMD,Advanced Micro Devices,Market capitalization change.,removed
222,2013-10-29,DELL,Dell,Founder Michael Dell and Silver Lake Partners acquired Dell.,removed
222,2013-10-29,RIG,Transocean,Founder Michael Dell and Silver Lake Partners acquired Dell.,added
221,2013-11-13,NYX,NYSE Euronext,ICE Exchange acquired NYSE Euronext.,removed
221,2013-11-13,KORS,Michael Kors,ICE Exchange acquired NYSE Euronext.,added
220,2013-12-02,ALLE,Allegion,Allegion spun off by Ingersoll Rand.,added
220,2013-12-02,JCP,JCPenney,Allegion spun off by Ingersoll Rand.,removed
219,2013-12-10,GGP,General Growth Properties,MOLX acquired by Koch Industries.,added
219,2013-12-10,MOLX,Molex,MOLX acquired by Koch Industries.,removed
216,2013-12-23,ANF,Abercrombie & Fitch,Market capitalization changes.,removed
217,2013-12-23,JDSU,JDS Uniphase,Market capitalization changes.,removed
218,2013-12-23,TER,Teradyne,Market capitalization changes.,removed
217,2013-12-23,MHK,Mohawk Industries,Market capitalization changes.,added
218,2013-12-23,FB,Facebook,Market capitalization changes.,added
216,2013-12-23,ADS,Alliance Data Systems,Market capitalization changes.,added
215,2014-01-24,LIFE,Life Technologies,Life Technologies acquired by Thermo Fisher Scientific Inc[164].,removed
